,platform,benchmark,n,time_mili
198,koka_named,iterator,0,0.0
199,koka_named,iterator,4000000,43.0
200,koka_named,iterator,8000000,86.0
201,koka_named,iterator,12000000,129.0
202,koka_named,iterator,16000000,174.0
203,koka_named,iterator,20000000,218.0
204,koka_named,iterator,24000000,261.0
205,koka_named,iterator,28000000,308.0
206,koka_named,iterator,32000000,349.0
207,koka_named,iterator,36000000,389.0
208,koka_named,iterator,40000000,434.0
209,effekt,iterator,0,0.0
210,effekt,iterator,4000000,12.0
211,effekt,iterator,8000000,39.0
212,effekt,iterator,12000000,47.0
213,effekt,iterator,16000000,48.0
214,effekt,iterator,20000000,59.0
215,effekt,iterator,24000000,69.0
216,effekt,iterator,28000000,112.0
217,effekt,iterator,32000000,96.0
218,effekt,iterator,36000000,118.0
219,effekt,iterator,40000000,115.0
220,lexa,nqueens,0,0.0
221,lexa,nqueens,1,0.0
222,lexa,nqueens,2,0.0
223,lexa,nqueens,3,0.0
224,lexa,nqueens,4,0.0
225,lexa,nqueens,5,0.0
226,lexa,nqueens,6,0.0
227,lexa,nqueens,7,0.0
228,lexa,nqueens,8,1.0
229,lexa,nqueens,9,3.0
230,lexa,nqueens,10,15.0
231,lexa,nqueens,11,76.0
232,lexa,nqueens,12,427.0
233,ocaml,nqueens,0,0.0
234,ocaml,nqueens,1,0.0
235,ocaml,nqueens,2,0.0
236,ocaml,nqueens,3,0.0
237,ocaml,nqueens,4,0.0
238,ocaml,nqueens,5,0.0
239,ocaml,nqueens,6,0.0
240,ocaml,nqueens,7,0.0
241,ocaml,nqueens,8,1.0
242,ocaml,nqueens,9,6.0
243,ocaml,nqueens,10,29.0
244,ocaml,nqueens,11,148.0
245,ocaml,nqueens,12,832.0
246,koka,nqueens,0,0.0
247,koka,nqueens,1,0.0
248,koka,nqueens,2,0.0
249,koka,nqueens,3,0.0
250,koka,nqueens,4,0.0
251,koka,nqueens,5,0.0
252,koka,nqueens,6,0.0
253,koka,nqueens,7,1.0
254,koka,nqueens,8,3.0
255,koka,nqueens,9,13.0
256,koka,nqueens,10,65.0
257,koka,nqueens,11,342.0
258,koka,nqueens,12,1940.0
259,koka_named,nqueens,0,0.0
260,koka_named,nqueens,1,0.0
261,koka_named,nqueens,2,0.0
262,koka_named,nqueens,3,0.0
263,koka_named,nqueens,4,0.0
264,koka_named,nqueens,5,0.0
265,koka_named,nqueens,6,0.0
266,koka_named,nqueens,7,1.0
267,koka_named,nqueens,8,3.0
268,koka_named,nqueens,9,14.0
269,koka_named,nqueens,10,69.0
270,koka_named,nqueens,11,364.0
271,koka_named,nqueens,12,2057.0
272,effekt,nqueens,0,0.0
273,effekt,nqueens,1,0.0
274,effekt,nqueens,2,0.0
275,effekt,nqueens,3,0.0
276,effekt,nqueens,4,0.0
277,effekt,nqueens,5,0.0
278,effekt,nqueens,6,0.0
279,effekt,nqueens,7,0.0
280,effekt,nqueens,8,0.0
281,effekt,nqueens,9,1.0
282,effekt,nqueens,10,5.0
283,effekt,nqueens,11,25.0
284,effekt,nqueens,12,144.0
285,lexa,generator,0,0.0
286,lexa,generator,2,0.0
287,lexa,generator,4,0.0
288,lexa,generator,6,0.0
289,lexa,generator,8,0.0
290,lexa,generator,10,0.0
291,lexa,generator,12,0.0
292,lexa,generator,14,1.0
293,lexa,generator,16,3.0
294,lexa,generator,18,12.0
295,lexa,generator,20,48.0
296,lexa,generator,22,190.0
297,lexa,generator,24,760.0
298,ocaml,generator,0,0.0
299,ocaml,generator,2,0.0
300,ocaml,generator,4,0.0
301,ocaml,generator,6,0.0
302,ocaml,generator,8,0.0
303,ocaml,generator,10,0.0
304,ocaml,generator,12,0.0
305,ocaml,generator,14,1.0
306,ocaml,generator,16,3.0
307,ocaml,generator,18,9.0
308,ocaml,generator,20,35.0
309,ocaml,generator,22,137.0
310,ocaml,generator,24,543.0
311,koka,generator,0,0.0
312,koka,generator,2,0.0
313,koka,generator,4,0.0
314,koka,generator,6,0.0
315,koka,generator,8,0.0
316,koka,generator,10,0.0
317,koka,generator,12,1.0
318,koka,generator,14,4.0
319,koka,generator,16,16.0
320,koka,generator,18,66.0
321,koka,generator,20,272.0
322,koka,generator,22,1118.0
323,koka,generator,24,4597.0
324,koka_named,generator,0,0.0
325,koka_named,generator,2,0.0
326,koka_named,generator,4,0.0
327,koka_named,generator,6,0.0
328,koka_named,generator,8,0.0
329,koka_named,generator,10,0.0
330,koka_named,generator,12,1.0
331,koka_named,generator,14,4.0
332,koka_named,generator,16,16.0
333,koka_named,generator,18,67.0
334,koka_named,generator,20,277.0
335,koka_named,generator,22,1140.0
336,koka_named,generator,24,4677.0
337,effekt,generator,0,22.0
338,effekt,generator,2,22.0
339,effekt,generator,4,23.0
340,effekt,generator,6,22.0
341,effekt,generator,8,22.0
342,effekt,generator,10,23.0
343,effekt,generator,12,24.0
344,effekt,generator,14,23.0
345,effekt,generator,16,26.0
346,effekt,generator,18,35.0
347,effekt,generator,20,59.0
348,effekt,generator,22,171.0
349,effekt,generator,24,555.0
350,lexa,tree_explore,0,0.0
351,lexa,tree_explore,1,0.0
352,lexa,tree_explore,2,0.0
353,lexa,tree_explore,3,0.0
354,lexa,tree_explore,4,0.0
355,lexa,tree_explore,5,0.0
356,lexa,tree_explore,6,0.0
357,lexa,tree_explore,7,0.0
358,lexa,tree_explore,8,1.0
359,lexa,tree_explore,9,1.0
360,lexa,tree_explore,10,3.0
361,lexa,tree_explore,11,6.0
362,lexa,tree_explore,12,13.0
363,lexa,tree_explore,13,27.0
364,lexa,tree_explore,14,57.0
365,lexa,tree_explore,15,121.0
366,lexa,tree_explore,16,247.0
367,ocaml,tree_explore,0,0.0
368,ocaml,tree_explore,1,0.0
369,ocaml,tree_explore,2,0.0
370,ocaml,tree_explore,3,0.0
371,ocaml,tree_explore,4,0.0
372,ocaml,tree_explore,5,0.0
373,ocaml,tree_explore,6,0.0
374,ocaml,tree_explore,7,1.0
375,ocaml,tree_explore,8,1.0
376,ocaml,tree_explore,9,1.0
377,ocaml,tree_explore,10,3.0
378,ocaml,tree_explore,11,5.0
379,ocaml,tree_explore,12,8.0
380,ocaml,tree_explore,13,16.0
381,ocaml,tree_explore,14,37.0
382,ocaml,tree_explore,15,78.0
383,ocaml,tree_explore,16,172.0
384,koka,tree_explore,0,0.0
385,koka,tree_explore,1,0.0
386,koka,tree_explore,2,0.0
387,koka,tree_explore,3,0.0
388,koka,tree_explore,4,0.0
389,koka,tree_explore,5,0.0
390,koka,tree_explore,6,0.0
391,koka,tree_explore,7,0.0
392,koka,tree_explore,8,1.0
393,koka,tree_explore,9,2.0
394,koka,tree_explore,10,4.0
395,koka,tree_explore,11,7.0
396,koka,tree_explore,12,15.0
397,koka,tree_explore,13,31.0
398,koka,tree_explore,14,64.0
399,koka,tree_explore,15,136.0
400,koka,tree_explore,16,283.0
401,koka_named,tree_explore,0,0.0
402,koka_named,tree_explore,1,0.0
403,koka_named,tree_explore,2,0.0
404,koka_named,tree_explore,3,0.0
405,koka_named,tree_explore,4,0.0
406,koka_named,tree_explore,5,0.0
407,koka_named,tree_explore,6,0.0
408,koka_named,tree_explore,7,1.0
409,koka_named,tree_explore,8,1.0
410,koka_named,tree_explore,9,2.0
411,koka_named,tree_explore,10,4.0
412,koka_named,tree_explore,11,7.0
413,koka_named,tree_explore,12,16.0
414,koka_named,tree_explore,13,32.0
415,koka_named,tree_explore,14,66.0
416,koka_named,tree_explore,15,140.0
417,koka_named,tree_explore,16,293.0
418,effekt,tree_explore,0,0.0
419,effekt,tree_explore,1,0.0
420,effekt,tree_explore,2,0.0
421,effekt,tree_explore,3,0.0
422,effekt,tree_explore,4,0.0
423,effekt,tree_explore,5,0.0
424,effekt,tree_explore,6,0.0
425,effekt,tree_explore,7,0.0
426,effekt,tree_explore,8,0.0
427,effekt,tree_explore,9,1.0
428,effekt,tree_explore,10,1.0
429,effekt,tree_explore,11,5.0
430,effekt,tree_explore,12,12.0
431,effekt,tree_explore,13,27.0
432,effekt,tree_explore,14,57.0
433,effekt,tree_explore,15,127.0
434,effekt,tree_explore,16,287.0
435,lexa,triples,0,0.0
436,lexa,triples,30,0.0
437,lexa,triples,60,2.0
438,lexa,triples,90,8.0
439,lexa,triples,120,19.0
440,lexa,triples,150,37.0
441,lexa,triples,180,65.0
442,lexa,triples,210,102.0
443,lexa,triples,240,153.0
444,lexa,triples,270,217.0
445,lexa,triples,300,296.0
446,ocaml,triples,0,0.0
447,ocaml,triples,30,1.0
448,ocaml,triples,60,4.0
449,ocaml,triples,90,12.0
450,ocaml,triples,120,28.0
451,ocaml,triples,150,53.0
452,ocaml,triples,180,90.0
453,ocaml,triples,210,143.0
454,ocaml,triples,240,213.0
455,ocaml,triples,270,303.0
456,ocaml,triples,300,416.0
457,koka,triples,0,0.0
458,koka,triples,30,3.0
459,koka,triples,60,20.0
460,koka,triples,90,63.0
461,koka,triples,120,151.0
462,koka,triples,150,294.0
463,koka,triples,180,505.0
464,koka,triples,210,799.0
465,koka,triples,240,1200.0
466,koka,triples,270,1696.0
467,koka,triples,300,2333.0
468,koka_named,triples,0,0.0
469,koka_named,triples,30,2.0
470,koka_named,triples,60,15.0
471,koka_named,triples,90,50.0
472,koka_named,triples,120,118.0
473,koka_named,triples,150,228.0
474,koka_named,triples,180,395.0
475,koka_named,triples,210,624.0
476,koka_named,triples,240,936.0
477,koka_named,triples,270,1325.0
478,koka_named,triples,300,1820.0
479,effekt,triples,0,0.0
480,effekt,triples,30,0.0
481,effekt,triples,60,0.0
482,effekt,triples,90,1.0
483,effekt,triples,120,2.0
484,effekt,triples,150,5.0
485,effekt,triples,180,8.0
486,effekt,triples,210,12.0
487,effekt,triples,240,18.0
488,effekt,triples,270,26.0
489,effekt,triples,300,35.0
490,lexa,resume_nontail,0,0.0
491,lexa,resume_nontail,1000,17.0
492,lexa,resume_nontail,2000,33.0
493,lexa,resume_nontail,3000,49.0
494,lexa,resume_nontail,4000,65.0
495,lexa,resume_nontail,5000,82.0
496,lexa,resume_nontail,6000,98.0
497,lexa,resume_nontail,7000,114.0
498,lexa,resume_nontail,8000,131.0
499,lexa,resume_nontail,9000,147.0
500,lexa,resume_nontail,10000,163.0
501,ocaml,resume_nontail,0,0.0
502,ocaml,resume_nontail,1000,23.0
503,ocaml,resume_nontail,2000,46.0
504,ocaml,resume_nontail,3000,69.0
505,ocaml,resume_nontail,4000,92.0
506,ocaml,resume_nontail,5000,120.0
507,ocaml,resume_nontail,6000,146.0
508,ocaml,resume_nontail,7000,173.0
509,ocaml,resume_nontail,8000,203.0
510,ocaml,resume_nontail,9000,231.0
511,ocaml,resume_nontail,10000,265.0
512,koka,resume_nontail,0,0.0
513,koka,resume_nontail,1000,137.0
514,koka,resume_nontail,2000,279.0
515,koka,resume_nontail,3000,426.0
516,koka,resume_nontail,4000,567.0
517,koka,resume_nontail,5000,719.0
518,koka,resume_nontail,6000,864.0
519,koka,resume_nontail,7000,1022.0
520,koka,resume_nontail,8000,1163.0
521,koka,resume_nontail,9000,1320.0
522,koka,resume_nontail,10000,1471.0
523,koka_named,resume_nontail,0,0.0
524,koka_named,resume_nontail,1000,148.0
525,koka_named,resume_nontail,2000,299.0
526,koka_named,resume_nontail,3000,447.0
527,koka_named,resume_nontail,4000,601.0
528,koka_named,resume_nontail,5000,755.0
529,koka_named,resume_nontail,6000,910.0
530,koka_named,resume_nontail,7000,1069.0
531,koka_named,resume_nontail,8000,1221.0
532,koka_named,resume_nontail,9000,1371.0
533,koka_named,resume_nontail,10000,1515.0
534,effekt,resume_nontail,0,0.0
535,effekt,resume_nontail,1000,11.0
536,effekt,resume_nontail,2000,21.0
537,effekt,resume_nontail,3000,35.0
538,effekt,resume_nontail,4000,44.0
539,effekt,resume_nontail,5000,61.0
540,effekt,resume_nontail,6000,70.0
541,effekt,resume_nontail,7000,93.0
542,effekt,resume_nontail,8000,94.0
543,effekt,resume_nontail,9000,104.0
544,effekt,resume_nontail,10000,115.0
545,lexa,parsing_dollars,0,0.0
546,lexa,parsing_dollars,2000,4.0
547,lexa,parsing_dollars,4000,14.0
548,lexa,parsing_dollars,6000,31.0
549,lexa,parsing_dollars,8000,56.0
550,lexa,parsing_dollars,10000,87.0
551,lexa,parsing_dollars,12000,125.0
552,lexa,parsing_dollars,14000,170.0
553,lexa,parsing_dollars,16000,221.0
554,lexa,parsing_dollars,18000,280.0
555,lexa,parsing_dollars,20000,346.0
556,ocaml,parsing_dollars,0,0.0
557,ocaml,parsing_dollars,2000,15.0
558,ocaml,parsing_dollars,4000,68.0
559,ocaml,parsing_dollars,6000,135.0
560,ocaml,parsing_dollars,8000,274.0
561,ocaml,parsing_dollars,10000,408.0
562,ocaml,parsing_dollars,12000,624.0
563,ocaml,parsing_dollars,14000,879.0
564,ocaml,parsing_dollars,16000,1064.0
565,ocaml,parsing_dollars,18000,1541.0
566,ocaml,parsing_dollars,20000,1933.0
567,koka,parsing_dollars,0,0.0
568,koka,parsing_dollars,2000,31.0
569,koka,parsing_dollars,4000,126.0
570,koka,parsing_dollars,6000,286.0
571,koka,parsing_dollars,8000,500.0
572,koka,parsing_dollars,10000,794.0
573,koka,parsing_dollars,12000,1136.0
574,koka,parsing_dollars,14000,1510.0
575,koka,parsing_dollars,16000,2008.0
576,koka,parsing_dollars,18000,2562.0
577,koka,parsing_dollars,20000,3154.0
578,koka_named,parsing_dollars,0,0.0
579,koka_named,parsing_dollars,2000,30.0
580,koka_named,parsing_dollars,4000,122.0
581,koka_named,parsing_dollars,6000,274.0
582,koka_named,parsing_dollars,8000,487.0
583,koka_named,parsing_dollars,10000,761.0
584,koka_named,parsing_dollars,12000,1085.0
585,koka_named,parsing_dollars,14000,1491.0
586,koka_named,parsing_dollars,16000,1931.0
587,koka_named,parsing_dollars,18000,2457.0
588,koka_named,parsing_dollars,20000,3009.0
589,effekt,parsing_dollars,0,0.0
590,effekt,parsing_dollars,2000,1.0
591,effekt,parsing_dollars,4000,5.0
592,effekt,parsing_dollars,6000,11.0
593,effekt,parsing_dollars,8000,19.0
594,effekt,parsing_dollars,10000,29.0
595,effekt,parsing_dollars,12000,42.0
596,effekt,parsing_dollars,14000,57.0
597,effekt,parsing_dollars,16000,75.0
598,effekt,parsing_dollars,18000,94.0
599,effekt,parsing_dollars,20000,116.0
600,lexa,handler_sieve,0,0.0
601,lexa,handler_sieve,6000,9.0
602,lexa,handler_sieve,12000,52.0
603,lexa,handler_sieve,18000,57.0
604,lexa,handler_sieve,24000,99.0
605,lexa,handler_sieve,30000,154.0
606,lexa,handler_sieve,36000,215.0
607,lexa,handler_sieve,42000,287.0
608,lexa,handler_sieve,48000,371.0
609,lexa,handler_sieve,54000,465.0
610,lexa,handler_sieve,60000,574.0
611,ocaml,handler_sieve,0,0.0
612,ocaml,handler_sieve,6000,42.0
613,ocaml,handler_sieve,12000,146.0
614,ocaml,handler_sieve,18000,258.0
615,ocaml,handler_sieve,24000,416.0
616,ocaml,handler_sieve,30000,650.0
617,ocaml,handler_sieve,36000,940.0
618,ocaml,handler_sieve,42000,1293.0
619,ocaml,handler_sieve,48000,1721.0
620,ocaml,handler_sieve,54000,2225.0
621,ocaml,handler_sieve,60000,2829.0
622,koka,handler_sieve,0,0.0
623,koka,handler_sieve,6000,27.0
624,koka,handler_sieve,12000,101.0
625,koka,handler_sieve,18000,221.0
626,koka,handler_sieve,24000,381.0
627,koka,handler_sieve,30000,584.0
628,koka,handler_sieve,36000,826.0
629,koka,handler_sieve,42000,1109.0
630,koka,handler_sieve,48000,1435.0
631,koka,handler_sieve,54000,1798.0
632,koka,handler_sieve,60000,2202.0
633,koka_named,handler_sieve,0,0.0
634,koka_named,handler_sieve,6000,27.0
635,koka_named,handler_sieve,12000,100.0
636,koka_named,handler_sieve,18000,217.0
637,koka_named,handler_sieve,24000,376.0
638,koka_named,handler_sieve,30000,576.0
639,koka_named,handler_sieve,36000,816.0
640,koka_named,handler_sieve,42000,1098.0
641,koka_named,handler_sieve,48000,1418.0
642,koka_named,handler_sieve,54000,1783.0
643,koka_named,handler_sieve,60000,2203.0
644,effekt,handler_sieve,0,22.0
645,effekt,handler_sieve,6000,56.0
646,effekt,handler_sieve,12000,162.0
647,effekt,handler_sieve,18000,316.0
648,effekt,handler_sieve,24000,576.0
649,effekt,handler_sieve,30000,1238.0
650,effekt,handler_sieve,36000,2106.0
651,effekt,handler_sieve,42000,2783.0
652,effekt,handler_sieve,48000,3198.0
653,effekt,handler_sieve,54000,3724.0
654,effekt,handler_sieve,60000,3975.0
655,lexa,resume_nontail_2,0,0.0
656,lexa,resume_nontail_2,1000,17.0
657,lexa,resume_nontail_2,2000,34.0
658,lexa,resume_nontail_2,3000,51.0
659,lexa,resume_nontail_2,4000,68.0
660,lexa,resume_nontail_2,5000,85.0
661,lexa,resume_nontail_2,6000,102.0
662,lexa,resume_nontail_2,7000,118.0
663,lexa,resume_nontail_2,8000,135.0
664,lexa,resume_nontail_2,9000,152.0
665,lexa,resume_nontail_2,10000,168.0
666,ocaml,resume_nontail_2,0,0.0
667,ocaml,resume_nontail_2,1000,27.0
668,ocaml,resume_nontail_2,2000,61.0
669,ocaml,resume_nontail_2,3000,111.0
670,ocaml,resume_nontail_2,4000,144.0
671,ocaml,resume_nontail_2,5000,165.0
672,ocaml,resume_nontail_2,6000,239.0
673,ocaml,resume_nontail_2,7000,275.0
674,ocaml,resume_nontail_2,8000,317.0
675,ocaml,resume_nontail_2,9000,373.0
676,ocaml,resume_nontail_2,10000,425.0
677,koka,resume_nontail_2,0,60.0
678,koka,resume_nontail_2,1000,4770.0
679,koka,resume_nontail_2,2000,20110.0
680,koka,resume_nontail_2,3000,43620.0
681,koka,resume_nontail_2,4000,77490.0
682,koka,resume_nontail_2,5000,118250.0
683,koka,resume_nontail_2,6000,174260.0
684,koka,resume_nontail_2,7000,226050.0
685,koka,resume_nontail_2,8000,306640.0
686,koka,resume_nontail_2,9000,387590.0
687,koka,resume_nontail_2,10000,467870.0
688,koka_named,resume_nontail_2,0,60.0
689,koka_named,resume_nontail_2,1000,4110.0
690,koka_named,resume_nontail_2,2000,18810.0
691,koka_named,resume_nontail_2,3000,43160.0
692,koka_named,resume_nontail_2,4000,79930.0
693,koka_named,resume_nontail_2,5000,123590.0
694,koka_named,resume_nontail_2,6000,178830.0
695,koka_named,resume_nontail_2,7000,231350.0
696,koka_named,resume_nontail_2,8000,291950.0
697,koka_named,resume_nontail_2,9000,360460.0
698,koka_named,resume_nontail_2,10000,421370.0
699,effekt,resume_nontail_2,0,0.0
700,effekt,resume_nontail_2,1000,15.0
701,effekt,resume_nontail_2,2000,30.0
702,effekt,resume_nontail_2,3000,44.0
703,effekt,resume_nontail_2,4000,57.0
704,effekt,resume_nontail_2,5000,80.0
705,effekt,resume_nontail_2,6000,102.0
706,effekt,resume_nontail_2,7000,109.0
707,effekt,resume_nontail_2,8000,118.0
708,effekt,resume_nontail_2,9000,151.0
709,effekt,resume_nontail_2,10000,215.0
710,lexa,scheduler,0,0.0
711,lexa,scheduler,300,28.0
712,lexa,scheduler,600,55.0
713,lexa,scheduler,900,82.0
714,lexa,scheduler,1200,109.0
715,lexa,scheduler,1500,137.0
716,lexa,scheduler,1800,163.0
717,lexa,scheduler,2100,190.0
718,lexa,scheduler,2400,218.0
719,lexa,scheduler,2700,245.0
720,lexa,scheduler,3000,272.0
721,ocaml,scheduler,0,0.0
722,ocaml,scheduler,300,33.0
723,ocaml,scheduler,600,68.0
724,ocaml,scheduler,900,99.0
725,ocaml,scheduler,1200,159.0
726,ocaml,scheduler,1500,195.0
727,ocaml,scheduler,1800,234.0
728,ocaml,scheduler,2100,276.0
729,ocaml,scheduler,2400,366.0
730,ocaml,scheduler,2700,407.0
731,ocaml,scheduler,3000,469.0
732,koka,scheduler,0,1.0
733,koka,scheduler,300,294.0
734,koka,scheduler,600,590.0
735,koka,scheduler,900,889.0
736,koka,scheduler,1200,1189.0
737,koka,scheduler,1500,1493.0
738,koka,scheduler,1800,1795.0
739,koka,scheduler,2100,2103.0
740,koka,scheduler,2400,2415.0
741,koka,scheduler,2700,2722.0
742,koka,scheduler,3000,3035.0
743,koka_named,scheduler,0,
744,koka_named,scheduler,300,
745,koka_named,scheduler,600,
